,name,price,image_url,description,size,brand,rating,review
58,Gld G2304 Sound Bar Speaker System 65W - Black,"KSh 7,530",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/56/5147091/1.jpg?4852,"HDMI Arc / Optical InputOutput Power: 65WSpeaker Unit: 5.25"" + 2""x2BluetoothUSB/SD Card ReaderFM RadioAux InputFull Function With Remote Control",,Gld,3.3 out of 5,"Item good I like it's clarty, price fair and delivery was in good time as promised. Soon ordering some other items with you guys  | Item good I like it's clarty, price fair and delivery was in good time as promised. Soon ordering some other items with you guys  | It's a nice item.but luck bass "
59,Royal R904 2.1CH Speaker System 45W - Black,"KSh 2,940",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/65/3867091/1.jpg?3079,"Full Functioning Remote ControlMaster Volume ControlDeep BassUSB/SD Card, BT, Aux, FM Radio ConnectivityOutput Power - 45W2.1 Channel Setup",,Royal,4.8 out of 5,So legit | Very good sound 
60,Hisense 43A6K 43 inch 4K UHD Smart TV (2YRs WRTY),"KSh 37,199",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/80/8265691/1.jpg?3089,HISENSE 43” FRAMELESS 4K ULTRA HD SMART TVFRAMELESS 4K ULTRA HD SMART TVNETFLIXYOUTUBERESOLUTION: 3840 * 2160HDR(HIGH DYANIMIC RANGE)QUAD CORE PROCESSOR4K UPSCALINGDTS STUDIO  SOUND,43A6K,Hisense,5 out of 5,"In a nutshell, it was what I expected it to be and more. Highly recommend. ???????? | It's worth the price "
61,"Roch RS-PK903S, 3.1CH Sub Woofer Sound System, 12000W – Black (1YR WRTY)","KSh 5,199",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/33/5444151/1.jpg?6209,"Models: RS-PK903SOutput power: 60W12,000Watts3.1 ChConnectivity: Bluetooth, USB, SD, MP3Amazing SoundSuper Bass surroundHigh-tech MultimediaRemote controlColor: Black",,Roch,4.3 out of 5,"Its look good | The high peech sound be annoying tho
 | It’s just amazing "
62,Hisense 55A6K UHD 55 inches smart TV (2YRs WRTY),"KSh 56,000",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/13/0499771/1.jpg?5568,Screen size: 55 inchesVIDAA U6 OSStart rating: 6VIDAA VoiceDolby Vision HDRAirplay 2DTS Virtual X60 Hz refresh rate3 HDMI inputsBluetooth AudioScreen mirroring2 USB portsEye care TUV Certified,55A6KKEN,Hisense,4.4 out of 5,Clarity  | Pictures are very clear while the sound is excellent. Nice TV I highly recommend it.
63,Vitron V403,"KSh 2,850",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/41/0256581/1.jpg?6027,"2.1Ch Multimedia Speaker System AC/DC/BT – V403Power output: 15W+10Wx2Frequency response: 35Hz-20KHzDistortion: ≤05% (1k,1w)S/N ≥68dB Separation: ≥45dBPower supply: AC~160-240V/50-60Hz ON/OFF power switchUSB SD input speakerSupport DC-12VDrive Unit: Satellites:3""x2                 :Subwoofer 4""Impedance: 4Ʊ  Weight: 4.5kg",,Vitron,4 out of 5,Satisfactory
64,"Sayona Miralux 2.1 Channel Subwoofer, Bluetooth, USB – 45W (MHT 303BT)","KSh 5,419",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/76/3711291/1.jpg?6749,A/C POWER: 220 – 240V/50-60HzFREQUENCY RESPONSE: 40Hz- 150HZS/N RATIO: >75db,/,Sayona,5 out of 5,
65,Vitron V838H 3.1 inch bluetooth speaker,"KSh 8,320",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/1256581/1.jpg?7109,3.1Ch Multimedia Speaker System AC/DC/BT – V838HPower output: 10000WFrequency response: 38Hz-20KHzDistortion:03.%at 1WS/N ≥ 70dB Separation:>45dBS/N ≥ 70dB Separation:>45dBVoltage:AC220-240V 50/60Hz FunctionON/OFF Power SwitchUSB SD Input SpeakerBT DC-12VDrive Unit:6.5''×1+3''×3Impedance: 4Ʊ  Weight: 7kg,,Vitron,5 out of 5,
66,"Gld 24"" Full HD Digital Frameless LED Television - Black","KSh 8,562",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/25/4182191/1.jpg?7343,"Screen Size: 24 inchesPORTS: USB, HDMI, AV InputLED DISPLAY, Full HDDVB: Digital Video Broadcasting. Enjoy access to satellite, cable and terrestrial programming with consistently clear audio and visual qualityEco-FriendlyWarranty: 1 Year",1,Gld,5 out of 5,
67,Freeyond Smartwatch Sports IP67 Running FY Watch F1,"KSh 1,399",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/90/6736621/1.jpg?3882,Not Available,,Freeyond,4.7 out of 5,"Works perfectly slim bazels  1.8 tft full touch i recommend it to anyone
Worth your money  | This is the real deal.

Very classy watch.
I love it | For the price,it's a nice watch"
68,Hisense 5.1Ch Soundbar (2YRs WRTY),"KSh 31,000",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/35/5452711/1.jpg?2910,Dolby Atmos5.1 Surround Sound340W Output PowerDTS:XRear Surround SpeakersAI Optimized SoundEZ PlayBluetooth 5.0,,Hisense,5 out of 5,Very nice with base...Thank you Jumia
69,Rashnik TV Wall Mount TV Stand For 40” – 80”,KSh 610,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/22/3013971/1.jpg?4775,"Load Capacity: 25kgFor Indoor/Outdoor useUniversal & Easy to installAll Hardware includedMounts to Wood, Concrete or Metal",,Rashnik,4.6 out of 5,Its Very sturdy | It serves me i cant complain
70,"Hisense 43"" A4K Series Smart","KSh 33,499",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/05/7637091/1.jpg?0928,Bezelless DesignNatural Colour EnhancerNoise ReductionDTS Virtual XVidaa Smart OSWiFi Built in,43A4K....,Hisense,3 out of 5,
71,"Amtec AM-735 3.1CH Sub Woofer Bluetooth System, FM/USB/SD - Black","KSh 6,845",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/87/3958811/1.jpg?4675,"Bluetooth SpeakerAC/DCAUXFrequency Response: 38Hz-20KHzS/N: >70dBSupports: MP3, DVD, VCD, PS2, Tuner, FM, XBOX, AudioSelected to AdjustON/OFF Power Switch SpeakerUSB SD INPUTPOWER OUTPUT: 12000W",,Amtec,0 out of 5,
72,"Skyworth 55G3A, 55-inches 4K UHD Frameless Smart Android TV, Black (1YR WRTY)","KSh 52,999",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/22/203197/1.jpg?2016,Screen Size - 55Display Resolution - 4K/UHD( 3840 x2160)Panel Type - A+ GradeContrast Ratio - 4500:1Brightness of Panel - 300NitsResponse Time - 8.5MsClear Motion Rate - 60HzSpeaker Type - Down firingSound Output (RMS) - 10X2W RMSDolby digital / DTS Audio support - DTS TrusurroundOperating System - Android 10.0CPU - Quad Core A53*4RAM - 2.5GBROM - 16GBGoogle AI System - YesPowerful 3D Game Engine - YesVoice Search - YesChrome Cast Built in - YesGoogle Play store - YesBluetooth - 4.2 VersionWIFI in built - 4G (2.4GHz 1T1R )Netflix - YesHDMI Input - 3 ( HDMI-1isARC)USB - 2(USB-1 is 3.0ver)AV Input - 1Digital Audio Out - 1( Optical)Lan Port - 1,,Skyworth,4.1 out of 5,"A quality product delivered promptly
 | Nice android tv | Perfect, exactly what I wanted "
73,Vision Plus VP2120SB - Sound Pro Wireless - 160W RMS - Black (2YRs WRTY),"KSh 15,990",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/1998521/1.jpg?5788,Source input:USB/BT/HDMI/Optical InDevice supports:USBBluetooth Version:5.0Bluetooth Range:10M(Without Barrier),,Vision Plus,4.5 out of 5,"I really like it the sound is so nice value for money | The build is made out of cheap plastic. One drop and the bar will split into pieces. 

My soundbar came with problems. The bar keeps disconnecting from the subwoofer and sound plays with no bass. This happens sporadically and it would be hard to tell when it will happen. This explains why my return was rejected. The soundbar probably 'behaved' during the testing period. 

The bass is not as punchy as you would get from a Sony or JBL soundbar but it does the job. I want to assume that the sound problems are only specific to my unit. Should that be the case, by all means buy this soundbar. It is good enough for a small space.  | The sound is superb"
74,"Amtec AM-732 3.1CH Subwoofer Bluetooth System, FM/USB/SD - Black","KSh 6,320",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/41/4958811/1.jpg?4672,"Bluetooth SpeakerAC/DCAUXFrequency Response: 38Hz-20KHzS/N: >70dBSupports: MP3, DVD, VCD, PS2, Tuner, FM, XBOX, AudioSelected to AdjustON/OFF Power Switch SpeakerUSB SD INPUTPMPO: 12000W",,Amtec,4.7 out of 5,Sound system
75,Amtec AM-008 2.1CH HOME THEATRE SYSTEM USB/SD/FM 5000W-Amtec Blue/Red,"KSh 3,685",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/501255/1.jpg?0717,"Bluetooth SpeakerFrequency Response: 38Hz-20KHzS/N: >70dBSupports: MP3, DVD, VCD, PS2, Tuner, FM, XBOX, AudioSelected to AdjustON/OFF Power Switch SpeakerUSB SD INPUT",AM-008 2.1CH HOME THEATRE SYSTEM USB/SD/FM 5000W,Amtec,4 out of 5,"Love it, ???? | working good | It was good,, please a gift for me"
76,Freeyond Smartwatch Sports IP68 Running FY Watch S1,"KSh 2,199",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/06/5736621/1.jpg?3754,Not Available,,Freeyond,4.3 out of 5,"Watch is perfectly fine , sleek and has a lot of features. | Long lasting battery, numerous faces, easy connect and stylish | Working to expectations. All apps indicated operates well"
77,Gotv Decoder (1YR WRTY),"KSh 1,799",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/2792802/1.jpg?6485,1x GOtv DecoderHDMI portCrystal clear pictures qualityParental control8 day Electronic Program GuideAutomatic software upgradesEasy to install.,Gocoda 0001,Gotv,5 out of 5,
78,LASA 132cm Tripod Travel Stand For Phone / Camera,"KSh 1,450",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/25/8259781/1.jpg?3325,Not Available,,LASA,5 out of 5,Very convenient
79,"AILYONS ELP3602K 3.1CH Subwoofer Home Theatre Multi Media Bluetooth Speaker System + FREE BLUETOOTH EARPHONE, 1YR WRTY","KSh 4,999",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/90/0495512/1.jpg?9189,"3.1 CH Multimedia Speaker SystemBuilt-In Powerful AmplifierStereo FM RadioBluetooth FunctionSupports USB, USB & Micro SD cardMP3,AUX CompatibleFull Function Remote Control Led Display3D Acoustic TechnologyMultimedia Connect SupportMaster Volume/Treble/Bass ControlMaterial: Wooden + ABS & Covered Black",,AILYONS,0 out of 5,
80,"Exploit BMX Matte Bicycle/Bike Size 20""","KSh 25,175",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/90/138585/1.jpg?4581,Not Available,,Not Available,0 out of 5,
81,Kalenji Active M Shoes Dark Blue,"KSh 5,950 - KSh 7,450",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/83/6700381/1.jpg?3242,Brand: KalenjiCS technology in the heel for enhanced absorption of shock waves.Liner designed for optimum foot comfort.AffordableSuperior quality product,EU 39 | EU 40 | EU 41 | EU 42 | EU 43 | EU 44 | EU 45 | EU 46 | EU 47,Kalenji,0 out of 5,
82,Kalenji Men's Breathable Running Boxers - Black,"KSh 1,350",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/22/3525681/1.jpg?2408,"Breathable Fabric: Made with breathable materials, these boxers allow for optimal airflow, keeping you cool and comfortable during runs.Moisture-Wicking: The fabric is moisture-wicking, pulling sweat away from the skin to the outer surface of the boxers for quick evaporation, keeping you dry and comfortable.Quick-Drying: Designed for quick drying, these boxers allow sweat and moisture to evaporate rapidly, maintaining comfort during intense runs.Lightweight: The boxers are lightweight, minimizing bulkiness and allowing for easy movement without restriction.Comfortable Fit: The boxers offer a comfortable fit suitable for running, allowing for freedom of movement.Elastic Waistband: The elastic waistband provides a secure fit and ensures the boxers stay in place during runs.",S | M | L | XL | XXL | XXXL,Kalenji,0 out of 5,
83,FORCLAZ by decathlon Men's Hiking Padded Jacket Nh100 - Black,"KSh 3,350",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/48/1473381/1.jpg?5109,Main fabric : 100.0% Polyester (PES) Main lining : 100.0% Polyester (PES) Padding : 100.0% Polyester (PES) Color: BlackDescription: Men's Hiking Padded Jacket NH100 - BlackWadding made of 90% recycled polyester. Dope dyed grey lining,XXL,FORCLAZ by decathlon,0 out of 5,
84,Decathlon 500 Hard Massage Roller / Foam Roller - Black,"KSh 4,250",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/45/8221781/1.jpg?4893,"VERSATILITY: For several areas. Perfect for back, thighs and calves massages.EASE OF USE: Allows self-massages. For use on the floorANATOMIC DESIGN: Hard, structural foam for deep, intense massage.Superior quality product",,Decathlon,0 out of 5,
85,Net Basketball Tri Colour 4mm,KSh 808,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/27/1724721/1.jpg?8297,"Easy to
  fit to your ring
    Heavy duty Polyester construction
    Super-durable design
    4mm Tri Colour
    Fits standard rims.",,Not Available,3 out of 5,
86,NABAIJI by decathlon Swimming Belt 15- 60 Kg With Foam Inserts - Blue & Green,"KSh 2,750",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/67/0473381/1.jpg?6165,BUOYANCY AID - Swim belt certified as per standard EN 13138-1 (20 newtons)FLEXIBILITY - Swimming belt with 4 removable fixed foam floats,,NABAIJI by decathlon,0 out of 5,
87,PONGORI Ttb 100* 40+ X6 Cn White,KSh 390,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/40/2967381/1.jpg?4136,Brand: DecathlonAffordableSuperior quality productSport For AllSport For All. All For Sport,,PONGORI,0 out of 5,
88,Inesis Glove 100 White W Right Handed,"KSh 1,850",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/77/5278781/1.jpg?9951,Affordable to everyone.Superior quality productsEquipment range caters to all levels of competencySport For All.,L | M | S,Inesis,0 out of 5,
89,Decathlon Men's Short Straight-cut Cotton Fitness Shorts 100 With Key Pocket - Grey,"KSh 1,150",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/45/9035581/1.jpg?1462,"STRETCH: Naturally stretchy fabric thanks to its knit.SOFTNESS: Cotton-rich fabric for a soft, comfortable fit.",S | M | L | XL | XXL | XXXL,Decathlon,5 out of 5,
90,Decathlon Cn T-shirt Sportee 100 Gym Men Whit,"KSh 1,000",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/20/3154781/1.jpg?7598,Affordable to everyone.Superior quality productsEquipment range caters to all levels of competencySport For All.,XXL | XXXL,Decathlon,0 out of 5,
91,Quechua 2 Man Tent - Mh100,"KSh 6,950",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/1751881/1.jpg?6956,EASY ASSEMBLY / DISMANTLING: Free-standing structure. Simple pole installation.CAPACITY: 130 X 210 cm bedroom. (2 x 65 cm sleeping bags) Maximum useful height: 107 cmEASY TRANSPORT: Dimensions of the cover: 58 cm x 16 cm x 16 cm / 15 L. Weight: 2.6 kgHEAT REDUCTION: Flysheet and ventilation at the back. Not equipped with Fresh technology.DARKNESS: UPF 30 fabric: lets in daylight and filters out some UV rays.WIND RESISTANCE: Withstands 40 km/h winds (Force 5): validated in wind tunnels on rotating plate.WATERPROOF: Waterproofing (Schmerber): Flysheet > 2000 mm. Groundsheet > 2400 mm rating.,,Quechua,0 out of 5,
92,GEOLOGIC Archery Set Soft Archery 100,"KSh 12,900",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/85/8579581/1.jpg?6963,EASY TRANSPORT - Target is also used as a storage box for bows and arrows.,,GEOLOGIC,0 out of 5,
93,KIPSTA by decathlon Kids' Lace-up Football Boots 100 Fg - Black/yellow,"KSh 2,950",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/78/0473381/1.jpg?3685,Wider instep for increased comfort.Multiple small moulded studs for more grip on a dry pitch.Supple upper component improves ball feel.,EU 35 | EU 36 | EU 37 | EU 38,KIPSTA by decathlon,0 out of 5,
94,Inesis Men's Golf Short-sleeved Polo Shirt - Mw100 Black,"KSh 2,250 - KSh 2,500",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/01/1874581/1.jpg?8083,"STRETCH: Adapted to the golf swing movement thanks to its naturally stretchy piqué knitBREATHABILITY: Thanks to its construction, the piqué knit lets out water condensationSOFTNESS: The 100% cotton fabric guarantees good flexibility and comfort",S | M | XL | XXL | XXXL,Inesis,0 out of 5,
95,"Decathlon Leather Belt Brown, 135cm","KSh 2,900",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/10/6610881/1.jpg?0089,Affordable to everyone.Superior quality productsEquipment range caters to all levels of competencySport For All.,135cm,Decathlon,5 out of 5,
96,Miniso We Bare Bears Collection Travel Bottles Set (3pcs),KSh 459,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/06/5868561/1.jpg?8423,"Adorable We Bare Bears design featuring Grizz, Panda, and Ice BearThree leak-proof bottles in varying sizesDurable and lightweight plastic constructionIdeal for carrying toiletries or cosmeticsAdds a touch of fun to your travels",30ml,Miniso,0 out of 5,
97,"Caperlan 4x4 Line 500 Meters, 60/100",KSh 890,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/86/0912281/1.jpg?2751,Brand: By DECATHLONDurableComfortableLightweight,30/100 | 35/100 | 40/100 | 50/100 | 60/100,Caperlan,4 out of 5,???? good
98,Decathlon Low Tennis Socks Rs 100 Tri-pack - White,KSh 890,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/18/0597681/1.jpg?9340,Not Available,EU 35 | EU 39 | EU 43,Decathlon,0 out of 5,
99,"Kipsta Shoes Bag Essential Black Orange, 15l",KSh 690,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/9214581/1.jpg?8077,Affordable to everyone.Superior quality productsEquipment range caters to all levels of competencySport For All.,15L,Kipsta,5 out of 5,
100,Body Sculpture Olympic Rubber Coating Plate Weight,"KSh 7,315",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/21/177193/1.jpg?8968,"Rubber coating makes
  them durable",10kg | 15kg,Body Sculpture,0 out of 5,
101,super k Execise & Fitness Skipping Rope With Counter,KSh 855,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/30/944845/1.jpg?9881,A great recreational jump rope that provides many fitness and cardiovascular benefits. Burns calories and improves overall fitness and health Countable ropes keeps a track of the counts you do.9 ft PVC rope with plastic handle,,super k,4 out of 5,
